0th greedy run time cost,6th qoe ,5th qoe ,5th greedy qoe,1th greedy energy cost,3th energy cost ,clipfrac,7th greedy qoe,7th HEFT energy cost,2th energy cost ,1th qoe ,3th greedy run time cost,1th HEFT run time cost,0th run time cost ,6th greedy run time cost,2th greedy qoe,5th HEFT qoe,3th greedy qoe,3th run time cost ,4th HEFT run time cost,8th energy cost ,2th greedy energy cost,1th HEFT energy cost,5th HEFT run time cost,0th HEFT qoe,6th HEFT energy cost,6th greedy energy cost,5th greedy energy cost,4th greedy energy cost,8th qoe ,7th qoe ,6th HEFT run time cost,2th run time cost ,7th greedy energy cost,policy_loss,mean reward,4th run time cost ,4th greedy run time cost,4th greedy qoe,5th HEFT energy cost,1th greedy run time cost,7th energy cost ,0th HEFT energy cost,2th greedy run time cost,7th HEFT qoe,3th HEFT qoe,5th run time cost ,7th HEFT run time cost,0th qoe ,8th greedy qoe,8th HEFT qoe,4th HEFT qoe,6th HEFT qoe,7th greedy run time cost,approxkl,4th HEFT energy cost,8th HEFT run time cost,value_loss,1th HEFT qoe,8th HEFT energy cost,3th HEFT energy cost,4th energy cost ,0th energy cost ,2th HEFT qoe,6th greedy qoe,2th qoe ,5th energy cost ,5th greedy run time cost,2th HEFT energy cost,8th run time cost ,0th greedy energy cost,time_one_episode,7th run time cost ,0th greedy qoe,1th energy cost ,6th run time cost ,1th run time cost ,time_step,8th greedy energy cost,3th qoe ,8th greedy run time cost,0th HEFT run time cost,policy_entropy,time_elapsed,1th greedy qoe,2th HEFT run time cost,3th HEFT run time cost,4th qoe ,3th greedy energy cost,6th energy cost 
723.1429785346985,0.1862795868494101,0.1750865140018131,-0.0008044087281140139,6728.967843197196,7735.746478120335,0.30611342191696167,0.04801695365617811,15223.331276192237,5840.322565109058,0.10938396232254304,1775.791805644444,743.2030268492017,657.223305903026,2843.716556808608,-0.00047583124323194036,0.3055328818535561,0.011951081035245514,1459.6519236585073,1454.5292137459346,14625.291050381731,8917.679411847446,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,16535.875785003118,15148.965654489375,13422.198438602623,0.17895995136330323,0.22894255417119797,1939.05790612466,1197.0396670898708,16592.30795442529,0.048429302871227264,0.0046278046821023894,1761.5174118657794,2139.158976192883,0.0058591717018601245,12393.27512173401,1054.0903349704743,12938.727247453853,3743.1159115890277,1395.0331682382312,0.3550728848706165,0.3343725078063076,2050.0678320817947,2043.4063558368682,0.08246237835070785,0.030071095581995038,0.34613088238571016,0.3233191913893718,0.33782091345416704,3055.888583456175,0.41888096928596497,10589.116226925376,2391.006298803329,0.042673509567976,0.2855861032396183,17620.752165519214,8730.991672518092,9228.917317383879,3245.2919731729567,0.30983934938126306,0.0292347549109154,0.1386947251399841,10231.910254817483,2464.837073124341,6933.037904044321,3000.0579426975246,4628.115062622071,1506.722028017044,2444.7635731499536,0.0,4524.34238250837,2375.8790574646,920.3011043104445,1,18260.702616450457,0.18659981742198042,3574.5190093409683,533.2563111006873,0.5935168266296387,1506.7220346927643,-0.0008093689881744757,958.8250568994794,1194.9526574055808,0.178592871635183,11137.40245391229,11710.648844626357
721.3158559761048,0.22467891970290502,0.194088697110284,0.16031784799878387,6020.499369805231,6971.58890050694,0.16081322729587555,0.19800936427462795,15223.331276192237,5619.684232158618,0.12164584222563443,1534.054629997662,743.2030268492017,658.9324322843552,2397.6481601611545,0.08272354503940652,0.3055328818535561,0.15104394494133963,1418.964800382342,1454.5292137459346,14593.383866600494,7219.662623390744,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,9574.043437943312,8754.331280872848,8710.441291656189,0.23859361378840543,0.26965232326256505,1939.05790612466,1173.787088765417,9168.747009951196,-0.013498151674866676,0.005193736257347284,1741.8643992584773,1790.6056381739204,0.16644425992647338,12393.27512173401,1020.925350451878,12611.398744791828,3743.1159115890277,1284.750850245476,0.3550728848706165,0.3343725078063076,1990.5213181524277,2043.4063558368682,0.07546538887040216,0.14138078480684566,0.34613088238571016,0.3233191913893718,0.33782091345416704,2526.4702493534087,0.010699539445340633,10589.116226925376,2391.006298803329,0.004333389922976494,0.2855861032396183,17620.752165519214,8730.991672518092,8641.017520947244,2723.1359407448244,0.30983934938126306,0.17255925710030864,0.15524789482973408,9897.019135074177,2070.2891995237896,6933.037904044321,2801.3318144157947,4601.283570468053,1569.6112303733826,2313.6741769206183,0.004183752367078262,4072.606231539612,2269.031175916127,908.0649580565862,2,9946.300428025032,0.20933909232821044,3134.792364978517,533.2563111006873,0.6807088255882263,3077.539147377014,0.033941893897951964,958.8250568994794,1194.9526574055808,0.19272435113072206,7681.672590395311,11639.503942304906
624.7772282273429,0.2609230967298836,0.23665489659424646,0.30187145703526785,4139.089471985582,7039.1538895163185,0.204695463180542,0.37555279828974875,15223.331276192237,5504.733353786316,0.13380888383244302,1267.0976274974005,743.2030268492017,655.4918571082525,1954.490244759832,0.23820073251067886,0.3055328818535561,0.2905974277618536,1374.9769533664157,1454.5292137459346,15047.938389167872,5542.462395035837,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12610.957124121878,10418.147721221945,8835.002668248162,0.27795738871340037,0.30350288796227837,1939.05790612466,1123.8459576699393,13597.387648296706,-0.014824971556663513,0.006134787457894031,1637.4979440298077,1502.0733712299896,0.3015797569217328,12393.27512173401,842.7792693692618,12819.149822430658,3743.1159115890277,1061.704770236969,0.3550728848706165,0.3343725078063076,1893.5863933316639,2043.4063558368682,0.08091499032240052,0.34271634538859325,0.34613088238571016,0.3233191913893718,0.33782091345416704,1978.8603080080577,0.01363616343587637,10589.116226925376,2391.006298803329,0.003977648913860321,0.2855861032396183,17620.752165519214,8730.991672518092,8404.360597234301,2755.0593429591154,0.30983934938126306,0.332522222486152,0.19048578731467714,9850.189162034869,1728.6880675033844,6933.037904044321,2659.5120382244927,2902.4857229484123,1522.71906208992,2206.308808181218,0.1281441519678351,4069.4167280436272,2165.012015410968,897.3439798585347,3,16017.833081711624,0.2322997964774729,2417.897730702672,533.2563111006873,0.6537148952484131,4600.407745599747,0.18324361467680653,958.8250568994794,1194.9526574055808,0.23824745676205641,7017.3676855225485,11940.709350276356
621.7228348022188,0.2831672691140699,0.27047733181636313,0.3082824760697371,4282.5538304284455,6752.632369509603,0.19444455206394196,0.3835375918987755,15223.331276192237,5206.957126571546,0.14942831675448795,1269.79416312027,743.2030268492017,640.2340507406507,1958.0308869221553,0.24747221840856845,0.3055328818535561,0.29022869803771645,1331.4463567259652,1454.5292137459346,14893.624499188887,5967.555147004156,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12960.328625971877,10870.295785604072,9193.76052203877,0.28716446615298324,0.33704608168608446,1939.05790612466,1115.9185387017387,13593.149484404752,-0.012803195975720882,0.0071898469053130465,1577.9290564864025,1493.2190487117768,0.30633329321821384,12393.27512173401,837.9268055467605,12791.635249407873,3743.1159115890277,1047.3252673865725,0.3550728848706165,0.3343725078063076,1812.1049518977575,2043.4063558368682,0.10135911976017463,0.34237394763865325,0.34613088238571016,0.3233191913893718,0.33782091345416704,1953.534946250643,0.01596906967461109,10589.116226925376,2391.006298803329,0.004409206099808216,0.2855861032396183,17620.752165519214,8730.991672518092,8630.015262052613,2553.389736550184,0.30983934938126306,0.329918063831982,0.19950873504249178,9643.277273851403,1714.753321943283,6933.037904044321,2621.6797730906346,2765.9797811952863,1519.5954592227936,2100.487408197812,0.13167564123481815,3909.289154665941,2097.225049253055,876.7993118441445,4,16392.26399147012,0.2553601606755886,2420.2285764280045,533.2563111006873,0.6072958707809448,6120.120532274246,0.18883496808989517,958.8250568994794,1194.9526574055808,0.26794568888150655,7591.730016900677,11855.925843774114
596.7566569961821,0.29656402916128954,0.28318911309301453,0.31950796155973415,4521.736472759247,6880.607799743521,0.1462012231349945,0.38893530173734403,15223.331276192237,5446.199763265751,0.16471949994929289,1247.9610437026706,743.2030268492017,621.9385810807092,1923.3508668815068,0.25596699603790185,0.3055328818535561,0.3026144984413067,1301.9943481972557,1454.5292137459346,15130.078544092865,6139.278125656827,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12855.497901875893,11069.260368561225,9293.162874745462,0.31000212229903684,0.35475781733949785,1939.05790612466,1082.5058485854013,13361.824041772157,-0.009558265097439289,0.007919837884364598,1543.9113340986796,1478.24309774971,0.31513588889955224,12393.27512173401,826.414762552125,12743.380189498053,3743.1159115890277,1035.2396974308833,0.3550728848706165,0.3343725078063076,1782.6895488136836,2043.4063558368682,0.12942219773469363,0.3527903126904332,0.34613088238571016,0.3233191913893718,0.33782091345416704,1933.9073112207138,0.014045175164937973,10589.116226925376,2391.006298803329,0.004764145240187645,0.2855861032396183,17620.752165519214,8730.991672518092,8482.54863524726,2768.6188432091194,0.30983934938126306,0.34243430261302166,0.22061767625445378,9827.576407185343,1687.1336688942229,6933.037904044321,2536.3273825689043,2949.5135232653806,1558.2109611034393,2041.0863287006102,0.16355203070382549,3965.630153940059,2057.959692781448,859.6288532025474,5,16206.708724949582,0.2726597376757084,2379.771506508282,533.2563111006873,0.5632014274597168,7678.504645586014,0.20026650387464973,958.8250568994794,1194.9526574055808,0.2826030580462227,7687.01862701006,11848.278711528146
593.2713586797714,0.3137262221325501,0.2851541043566557,0.31094716126067523,4605.759989896305,7026.135017548,0.14095282554626465,0.3869009079668882,15223.331276192237,5580.156836897452,0.19754228615783595,1256.5066530960628,743.2030268492017,614.1125052979331,1932.9656381029404,0.25649374854256873,0.3055328818535561,0.2980262919616969,1295.3851905354093,1454.5292137459346,15508.029273953598,6287.581089252362,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,13104.630110586613,11346.973321122827,9457.841533141,0.3194335320812551,0.3577279590009341,1939.05790612466,1077.1317619927272,13619.77549001055,-0.007468705531209707,0.008472258688309251,1528.6179167649407,1479.1354443133214,0.313572623537167,12393.27512173401,826.6627773384367,12757.263163064115,3743.1159115890277,1033.6355955929073,0.3550728848706165,0.3343725078063076,1777.0885027856827,2043.4063558368682,0.136381471003293,0.3472606297406861,0.34613088238571016,0.3233191913893718,0.33782091345416704,1946.0539936182838,0.017053693532943726,10589.116226925376,2391.006298803329,0.004574012942612171,0.2855861032396183,17620.752165519214,8730.991672518092,8447.057223069587,2818.222049563577,0.30983934938126306,0.33994496941655966,0.2257213024169217,9908.58590518801,1711.2455229919976,6933.037904044321,2505.2086354882376,2963.055190372075,1544.4396080970764,2032.780954279354,0.16837045057066724,4163.640148743612,2006.5952057443346,827.9069374948227,6,16529.51057683618,0.2756128979328659,2402.815623098782,533.2563111006873,0.5193406939506531,9223.10972905159,0.19998969614591236,958.8250568994794,1194.9526574055808,0.29058709318515746,7815.013689417179,12071.536607511596
579.5502228559766,0.32571092353199804,0.3009774398352464,0.3236330155237287,4728.026520921303,7460.648797767202,0.12383472919464111,0.3859114850509453,15223.331276192237,6000.044496929146,0.19419520650411864,1245.981450501987,743.2030268492017,584.9432687977383,1921.381514214652,0.27134033582993317,0.3055328818535561,0.30477244684386107,1261.828184054511,1454.5292137459346,16316.396070499115,6217.429094231372,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,13018.705666693744,11094.385184655872,9366.823523094134,0.33262151163603243,0.3743679997017983,1939.05790612466,1052.8858719239915,13524.953167102965,-0.0075737955048680305,0.008861756041451965,1485.272805659158,1457.0736460109435,0.3245373884438071,12393.27512173401,821.3119043628149,13562.571278880201,3743.1159115890277,1013.7307249296733,0.3550728848706165,0.3343725078063076,1735.8602166009628,2043.4063558368682,0.17937459902035896,0.3523297101427585,0.34613088238571016,0.3233191913893718,0.33782091345416704,1945.84668296487,0.025747325271368027,10589.116226925376,2391.006298803329,0.005000479985028505,0.2855861032396183,17620.752165519214,8730.991672518092,9119.386238259754,3214.2598021225194,0.30983934938126306,0.34380408603885526,0.24540173598581025,10599.793170451398,1676.4590323817386,6933.037904044321,2458.369204254968,3168.964948799308,1463.908839225769,1980.8736105533328,0.18498098423144158,4427.496458765499,1970.40577776977,833.2806321298053,7,16405.846418957608,0.2965884404577398,2380.9084822081154,533.2563111006873,0.4760565161705017,10687.155024766922,0.20637102277177066,958.8250568994794,1194.9526574055808,0.3129743353740395,7770.659413596213,12928.243669734367
574.2326656052726,0.3335040977222695,0.32425786228272524,0.32388970508874043,4723.768287597198,7579.728099786398,0.09534301608800888,0.38826974121489827,15223.331276192237,6303.2644057858515,0.2080619757726576,1223.625865127291,743.2030268492017,577.6986617518834,1901.4118685676033,0.2792759036647167,0.3055328818535561,0.31691154675425887,1245.303890803065,1454.5292137459346,16356.618867063424,6223.314878970207,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12859.858323581697,10909.351173296487,9177.292493064662,0.3460462412931763,0.38244233690805624,1939.05790612466,1022.9012001706532,13359.90754548244,-0.006918951403349638,0.009474834707159884,1460.8251990056722,1446.1843848231179,0.32988037474957077,12393.27512173401,815.0949796280179,13630.203993485566,3743.1159115890277,1003.241688116891,0.3550728848706165,0.3343725078063076,1678.2366296287264,2043.4063558368682,0.1938584389193474,0.35617182647795415,0.34613088238571016,0.3233191913893718,0.33782091345416704,1935.2021620037895,0.02854510396718979,10589.116226925376,2391.006298803329,0.004648144356906414,0.2855861032396183,17620.752165519214,8730.991672518092,9251.11315815081,3376.232563474295,0.30983934938126306,0.3503012144034931,0.26648319210371324,11026.350461774182,1674.7290160172324,6933.037904044321,2409.424952893802,3297.3723286841255,1423.6734993457794,1953.006560722215,0.19501145678457277,4695.298700883353,1946.5156501590184,819.1291196515217,8,16143.754992353124,0.3050839198393107,2367.0385018817356,533.2563111006873,0.4103417992591858,12110.963546276093,0.2121110625290514,958.8250568994794,1194.9526574055808,0.3217652492377833,7626.269338481032,13123.636511445988
574.9816843090058,0.3407642089772477,0.3220262280555075,0.32490472898597067,4631.353796559252,7553.046228556041,0.08151880651712418,0.3895040743387642,15223.331276192237,6175.58225394298,0.220546748080639,1219.5382260881154,743.2030268492017,579.4066849084581,1910.5306751417434,0.2843887837218867,0.3055328818535561,0.3190647366958061,1235.2374271245685,1454.5292137459346,16428.13344056835,6157.56769985502,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12857.620746836152,10840.32101565676,9152.272189357976,0.3437084991507717,0.38318616643094744,1939.05790612466,1018.2224136780329,13298.565212470836,-0.002885569119825959,0.009933340352158811,1457.7408194190436,1450.6205184929713,0.3269847559070753,12393.27512173401,788.378035636902,13722.421094980642,3743.1159115890277,996.774928645815,0.3550728848706165,0.3343725078063076,1683.4252002510343,2043.4063558368682,0.19295275777631823,0.3575062611667807,0.34613088238571016,0.3233191913893718,0.33782091345416704,1930.0132991082326,0.009591681882739067,10589.116226925376,2391.006298803329,0.004918994847685099,0.2855861032396183,17620.752165519214,8730.991672518092,9241.73272045796,3250.4560702617973,0.30983934938126306,0.34732868032456016,0.2692912742420743,10994.896354302304,1670.6719082138877,6933.037904044321,2416.996628635543,3171.3822060622515,1395.3050181865692,1957.1958525864736,0.19714552210033578,4636.438034862824,1925.883828843798,807.3189520143783,9,16110.971980721872,0.3113986765318598,2362.5856772586276,533.2563111006873,0.37065935134887695,13506.442952394485,0.23747613180098198,958.8250568994794,1194.9526574055808,0.32327585519347624,7551.284260198887,12998.902226269642
584.3277281529563,0.3349490291312553,0.3214607745084503,0.32355994998429033,4603.784364897199,7419.693776114524,0.07307088375091553,0.39055818138196435,15223.331276192237,6149.2346901630945,0.2295480215663965,1218.725236934117,743.2030268492017,581.5385987295423,1899.1385453773225,0.2882683714136173,0.3055328818535561,0.3210659991857562,1235.3827373114996,1454.5292137459346,16274.907717133507,6088.271680970656,5299.6566014007785,1719.989443877084,0.2551213015943521,14216.577140344192,12758.583422592403,10768.255193561226,9130.005427041016,0.3460539469877713,0.38776686174076636,1939.05790612466,1008.8453534135817,13154.173290538221,-0.0011090999469161034,0.010031298505585377,1462.6621796444485,1446.528019126211,0.3292899771624738,12393.27512173401,790.8471617953437,13478.680407995364,3743.1159115890277,992.4558691222327,0.3550728848706165,0.3343725078063076,1681.5564917515346,2043.4063558368682,0.18756400661846023,0.35700112263098693,0.34613088238571016,0.3233191913893718,0.33782091345416704,1925.5998725654056,0.007858749479055405,10589.116226925376,2391.006298803329,0.004871145356446505,0.2855861032396183,17620.752165519214,8730.991672518092,9261.34841202628,3200.641260606449,0.30983934938126306,0.3510418424055666,0.2778083186736006,10935.41188778667,1675.605924826077,6933.037904044321,2405.1381480477194,3097.880931358228,1415.068504333496,1935.3780497504642,0.18601222362653488,4587.136324673527,1944.2486956025532,795.7303867033551,10,16073.842088685718,0.3112665362496065,2363.627101157052,533.2563111006873,0.36326661705970764,14921.637093305588,0.2352599208960644,958.8250568994794,1194.9526574055808,0.32270797720444194,7481.750789832373,13014.127506370542
